Record Length,2.500000e+03,,  -0.000002500000,   0.00000,
Sample Interval,2.000000e-09,,  -0.000002498000,   0.00000,
Trigger Point,1.250000000000e+03,,  -0.000002496000,   0.00000,
,,,  -0.000002494000,   0.02840,
,,,  -0.000002492000,   0.05680,
,,,  -0.000002490000,   0.05680,
Source,CH1,,  -0.000002488000,   0.05680,
Vertical Units,V,,  -0.000002486000,   0.14200,
Vertical Scale,7.100000e-01,,  -0.000002484000,   1.13600,
Vertical Offset,-2.414000e+00,,  -0.000002482000,   3.03880,
Horizontal Units,s,,  -0.000002480000,   4.03280,
Horizontal Scale,5.000000e-07,,  -0.000002478000,   4.28840,
Pt Fmt,Y,,  -0.000002476000,   4.28840,
Yzero,0.000000e+00,,  -0.000002474000,   4.23160,
Probe Atten,1.000000e+00,,  -0.000002472000,   4.31680,
Model Number,TDS1012C-EDU,,  -0.000002470000,   4.68600,
Serial Number,C013503,,  -0.000002468000,   4.88480,
Firmware Version,FV:v25.11,,  -0.000002466000,   4.71440,
,,,-00.000002464000,   4.62920,
,,,-00.000002462000,   4.65760,
,,,-00.000002460000,   4.77120,
,,,-00.000002458000,   4.85640,
,,,-00.000002456000,   4.97000,
,,,-00.000002454000,   4.91320,
,,,-00.000002452000,   4.85640,
,,,-00.000002450000,   4.91320,
,,,-00.000002448000,   4.94160,
,,,-00.000002446000,   4.97000,
,,,-00.000002444000,   4.97000,
,,,-00.000002442000,   4.94160,
,,,-00.000002440000,   4.91320,
,,,-00.000002438000,   4.91320,
,,,-00.000002436000,   4.94160,
,,,-00.000002434000,   4.97000,
,,,-00.000002432000,   4.97000,
,,,-00.000002430000,   4.97000,
,,,-00.000002428000,   4.97000,
,,,-00.000002426000,   4.97000,
,,,-00.000002424000,   4.97000,
,,,-00.000002422000,   4.97000,
,,,-00.000002420000,   4.94160,
,,,-00.000002418000,   4.94160,
,,,-00.000002416000,   4.94160,
,,,-00.000002414000,   4.94160,
,,,-00.000002412000,   4.97000,
,,,-00.000002410000,   4.97000,
,,,-00.000002408000,   4.97000,
,,,-00.000002406000,   4.97000,
,,,-00.000002404000,   4.97000,
,,,-00.000002402000,   4.97000,
,,,-00.000002400000,   4.94160,
,,,-00.000002398000,   4.94160,
,,,-00.000002396000,   4.94160,
,,,-00.000002394000,   4.94160,
,,,-00.000002392000,   4.94160,
,,,-00.000002390000,   4.94160,
,,,-00.000002388000,   4.94160,
,,,-00.000002386000,   4.94160,
,,,-00.000002384000,   4.94160,
,,,-00.000002382000,   4.94160,
,,,-00.000002380000,   4.94160,
,,,-00.000002378000,   4.94160,
,,,-00.000002376000,   4.94160,
,,,-00.000002374000,   4.94160,
,,,-00.000002372000,   4.94160,
,,,-00.000002370000,   4.94160,
,,,-00.000002368000,   4.94160,
,,,-00.000002366000,   4.94160,
,,,-00.000002364000,   4.94160,
,,,-00.000002362000,   4.94160,
,,,-00.000002360000,   4.94160,
,,,-00.000002358000,   4.94160,
,,,-00.000002356000,   4.94160,
,,,-00.000002354000,   4.94160,
,,,-00.000002352000,   4.94160,
,,,-00.000002350000,   4.94160,
,,,-00.000002348000,   4.94160,
,,,-00.000002346000,   4.94160,
,,,-00.000002344000,   4.94160,
,,,-00.000002342000,   4.94160,
,,,-00.000002340000,   4.94160,
,,,-00.000002338000,   4.94160,
,,,-00.000002336000,   4.94160,
,,,-00.000002334000,   4.94160,
,,,-00.000002332000,   4.94160,
,,,-00.000002330000,   4.94160,
,,,-00.000002328000,   4.94160,
,,,-00.000002326000,   4.94160,
,,,-00.000002324000,   4.94160,
,,,-00.000002322000,   4.94160,
,,,-00.000002320000,   4.94160,
,,,-00.000002318000,   4.94160,
,,,-00.000002316000,   4.94160,
,,,-00.000002314000,   4.94160,
,,,-00.000002312000,   4.94160,
,,,-00.000002310000,   4.94160,
,,,-00.000002308000,   4.94160,
,,,-00.000002306000,   4.94160,
,,,-00.000002304000,   4.94160,
,,,-00.000002302000,   4.94160,
,,,-00.000002300000,   4.94160,
