Record Length,1.024000e+03,,          0.00000, -55.34850,
Sample Interval,2.441406e+05,,     244140.62500, -58.94850,
Trigger Point,0.000000000000e+00,,     488281.25000, -65.74850,
,,,     732421.87500, -64.54850,
,,,     976562.50000, -72.54850,
,,,    1220703.12500, -80.54850,
Source,MATH,,    1464843.75000, -71.74850,
Vertical Units,dB,,    1708984.37500, -46.54850,
Vertical Scale,1.000000e+01,,    1953125.00000, -38.14850,
Vertical Offset,0.000000e+00,,    2197265.62500, -41.74850,
Horizontal Units,Hz,,    2441406.25000, -64.94850,
Horizontal Scale,2.500000e+07,,    2685546.87500, -78.54850,
Pt Fmt,Y,,    2929687.50000, -85.74850,
Yzero,-5.494850e+01,,    3173828.12500, -90.94850,
Probe Atten,1.000000e+00,,    3417968.75000, -87.74850,
Model Number,TDS1012C-EDU,,    3662109.37500, -94.94850,
Serial Number,C013503,,    3906250.00000, -82.94850,
Firmware Version,FV:v25.11,,    4150390.62500, -82.94850,
,,,4394531.25000, -94.94850,
,,,4638671.87500, -94.94850,
,,,4882812.50000, -88.54850,
,,,5126953.12500, -94.94850,
,,,5371093.75000, -80.54850,
,,,5615234.37500, -65.34850,
,,,5859375.00000, -49.74850,
,,,6103515.62500, -48.94850,
,,,6347656.25000, -60.94850,
,,,6591796.87500, -79.74850,
,,,6835937.50000, -87.74850,
,,,7080078.12500, -91.34850,
,,,7324218.75000, -94.94850,
,,,7568359.37500, -94.94850,
,,,7812500.00000, -82.14850,
,,,8056640.62500, -78.94850,
,,,8300781.25000, -85.74850,
,,,8544921.87500, -90.94850,
,,,8789062.50000, -94.94850,
,,,9033203.12500, -93.74850,
,,,9277343.75000, -90.94850,
,,,9521484.37500, -93.74850,
,,,9765625.00000, -57.74850,
,,,10009765.62500, -52.14850,
,,,10253906.25000, -58.94850,
,,,10498046.87500, -94.94850,
,,,10742187.50000, -94.94850,
,,,10986328.12500, -94.94850,
,,,11230468.75000, -94.94850,
,,,11474609.37500, -94.94850,
,,,11718750.00000, -91.34850,
,,,11962890.62500, -82.94850,
,,,12207031.25000, -85.34850,
,,,12451171.87500, -94.94850,
,,,12695312.50000, -94.94850,
,,,12939453.12500, -94.94850,
,,,13183593.75000, -93.74850,
,,,13427734.37500, -90.94850,
,,,13671875.00000, -66.94850,
,,,13916015.62500, -56.14850,
,,,14160156.25000, -57.74850,
,,,14404296.87500, -76.94850,
,,,14648437.50000, -83.34850,
,,,14892578.12500, -91.74850,
,,,15136718.75000, -89.74850,
,,,15380859.37500, -94.94850,
,,,15625000.00000, -94.94850,
,,,15869140.62500, -84.14850,
,,,16113281.25000, -84.14850,
,,,16357421.87500, -91.74850,
,,,16601562.50000, -94.94850,
,,,16845703.12500, -94.94850,
,,,17089843.75000, -93.74850,
,,,17333984.37500, -90.94850,
,,,17578125.00000, -81.34850,
,,,17822265.62500, -60.54850,
,,,18066406.25000, -57.74850,
,,,18310546.87500, -67.74850,
,,,18554687.50000, -87.74850,
,,,18798828.12500, -94.94850,
,,,19042968.75000, -93.74850,
,,,19287109.37500, -94.94850,
,,,19531250.00000, -94.94850,
,,,19775390.62500, -88.94850,
,,,20019531.25000, -81.74850,
,,,20263671.87500, -88.54850,
,,,20507812.50000, -94.94850,
,,,20751953.12500, -94.94850,
,,,20996093.75000, -93.74850,
,,,21240234.37500, -93.74850,
,,,21484375.00000, -94.94850,
,,,21728515.62500, -66.14850,
,,,21972656.25000, -58.54850,
,,,22216796.87500, -62.54850,
,,,22460937.50000, -89.74850,
,,,22705078.12500, -94.94850,
,,,22949218.75000, -94.94850,
,,,23193359.37500, -94.94850,
,,,23437500.00000, -94.94850,
,,,23681640.62500, -91.34850,
,,,23925781.25000, -84.94850,
,,,24169921.87500, -89.74850,
,,,24414062.50000, -94.94850,
,,,24658203.12500, -94.94850,
,,,24902343.75000, -94.94850,
,,,25146484.37500, -93.74850,
,,,25390625.00000, -94.94850,
,,,25634765.62500, -75.34850,
,,,25878906.25000, -61.34850,
,,,26123046.87500, -60.94850,
,,,26367187.50000, -74.94850,
,,,26611328.12500, -91.34850,
,,,26855468.75000, -94.94850,
,,,27099609.37500, -94.94850,
,,,27343750.00000, -94.94850,
,,,27587890.62500, -94.94850,
,,,27832031.25000, -88.54850,
,,,28076171.87500, -84.54850,
,,,28320312.50000, -91.34850,
,,,28564453.12500, -94.94850,
,,,28808593.75000, -94.94850,
,,,29052734.37500, -94.94850,
,,,29296875.00000, -94.94850,
,,,29541015.62500, -89.74850,
,,,29785156.25000, -65.34850,
,,,30029296.87500, -60.54850,
,,,30273437.50000, -68.54850,
,,,30517578.12500, -90.94850,
,,,30761718.75000, -91.74850,
,,,31005859.37500, -94.94850,
,,,31250000.00000, -94.94850,
,,,31494140.62500, -94.94850,
,,,31738281.25000, -89.74850,
,,,31982421.87500, -84.94850,
,,,32226562.50000, -88.54850,
,,,32470703.12500, -93.74850,
,,,32714843.75000, -94.94850,
,,,32958984.37500, -94.94850,
,,,33203125.00000, -93.74850,
,,,33447265.62500, -93.74850,
,,,33691406.25000, -70.94850,
,,,33935546.87500, -61.34850,
,,,34179687.50000, -63.74850,
,,,34423828.12500, -82.14850,
,,,34667968.75000, -94.94850,
,,,34912109.37500, -94.94850,
,,,35156250.00000, -94.94850,
,,,35400390.62500, -94.94850,
,,,35644531.25000, -90.94850,
,,,35888671.87500, -83.34850,
,,,36132812.50000, -83.74850,
